income,credit_score,age,loan_amount,zip_code,gender,approved
40380.0,701.0,36,36194.0,2,1,1
66806.0,756.0,54,9095.0,3,0,1
72379.0,666.0,22,21518.0,1,1,1
42690.0,707.0,55,14704.0,4,1,0
69451.0,643.0,60,23407.0,3,0,1
61192.0,765.0,48,20153.0,3,0,1
67331.0,596.0,67,14868.0,2,0,1
83452.0,794.0,59,23903.0,4,0,1
51319.0,647.0,26,34435.0,1,1,1
43694.0,536.0,29,18473.0,4,0,0
41657.0,660.0,40,25758.0,3,1,1
42763.0,596.0,21,9654.0,4,0,0
53843.0,717.0,28,12349.0,1,0,1
60117.0,598.0,43,23779.0,1,1,1
59150.0,614.0,23,31873.0,2,1,1
67408.0,499.0,24,22845.0,1,0,1
55195.0,614.0,45,17496.0,1,1,1
76803.0,456.0,67,19994.0,4,1,0
51030.0,523.0,58,9997.0,4,1,0
95803.0,711.0,35,24836.0,3,1,1
64385.0,713.0,41,27059.0,2,1,1
42143.0,684.0,55,16383.0,4,1,0
38937.0,573.0,66,16240.0,1,1,0
62237.0,646.0,34,22127.0,3,1,1
51648.0,650.0,56,16506.0,4,0,0
65710.0,557.0,32,19471.0,2,1,1
62099.0,770.0,37,36798.0,2,0,1
53908.0,720.0,59,18024.0,3,1,1
42298.0,632.0,29,17133.0,3,1,1
32277.0,652.0,55,14820.0,3,1,0
48302.0,667.0,33,25954.0,3,1,1
67846.0,487.0,35,18550.0,3,0,1
58211.0,630.0,38,14805.0,1,0,1
36314.0,595.0,53,30570.0,1,1,0
57598.0,570.0,26,31357.0,4,0,0
60780.0,628.0,47,15197.0,2,1,1
41742.0,794.0,43,5068.0,1,1,1
57306.0,701.0,47,28060.0,1,0,1
55873.0,604.0,54,14523.0,1,0,1
37855.0,696.0,66,26325.0,4,1,0
60367.0,762.0,58,4239.0,3,1,1
63412.0,724.0,34,27141.0,4,0,0
71246.0,655.0,56,10311.0,2,1,1
70807.0,598.0,28,25846.0,2,0,1
34335.0,706.0,55,20114.0,2,1,1
40933.0,681.0,39,12368.0,2,1,1
62726.0,722.0,50,16744.0,1,0,1
62707.0,701.0,34,25491.0,1,0,1
62726.0,734.0,40,20847.0,4,0,0
112791.0,607.0,69,24675.0,3,1,1
63563.0,755.0,45,35812.0,2,1,1
72033.0,666.0,60,7486.0,4,1,0
69310.0,816.0,44,32938.0,1,1,1
64771.0,595.0,34,20835.0,1,0,1
50271.0,789.0,46,12810.0,3,1,1
66385.0,666.0,58,9357.0,3,1,1
43408.0,598.0,43,18487.0,3,1,0
51448.0,611.0,42,27373.0,4,0,0
47720.0,624.0,68,18980.0,1,1,1
56228.0,684.0,39,32089.0,1,1,1
89720.0,692.0,66,8391.0,3,0,1
26991.0,604.0,23,19903.0,2,1,0
65294.0,648.0,62,9981.0,3,1,1
30809.0,821.0,39,22909.0,4,0,0
47921.0,788.0,29,27095.0,3,1,1
71334.0,685.0,48,16634.0,3,1,1
55964.0,653.0,40,1000.0,4,1,0
38834.0,660.0,65,21592.0,3,0,1
44270.0,699.0,27,23494.0,1,1,1
65194.0,568.0,34,23234.0,2,1,1
44045.0,629.0,29,29886.0,3,0,1
58247.0,517.0,39,11432.0,4,0,0
55684.0,682.0,67,25442.0,2,1,1
45226.0,702.0,34,29540.0,4,1,0
87159.0,611.0,58,5771.0,2,1,1
64509.0,776.0,56,22557.0,2,1,1
24623.0,552.0,60,15967.0,3,0,0
57797.0,533.0,37,19348.0,1,1,1
45073.0,668.0,50,22781.0,3,0,0
67787.0,734.0,29,16102.0,4,0,0
43112.0,785.0,53,14594.0,4,1,0
53279.0,613.0,45,20273.0,2,1,1
62575.0,736.0,34,11302.0,2,0,1
67986.0,647.0,31,11313.0,1,0,1
36996.0,636.0,55,25435.0,3,1,1
49982.0,721.0,61,10810.0,4,0,0
47876.0,702.0,34,25331.0,2,1,0
45200.0,524.0,50,23701.0,1,1,0
81482.0,768.0,61,6194.0,4,0,1
61075.0,760.0,24,14579.0,2,0,1
36087.0,600.0,24,29553.0,4,1,0
68768.0,682.0,48,12151.0,1,0,1
86832.0,690.0,28,16285.0,1,1,1
70487.0,671.0,22,23696.0,4,1,1
32209.0,606.0,61,26267.0,3,1,0
47736.0,596.0,66,17988.0,4,0,0
74004.0,648.0,42,15220.0,2,1,1
44385.0,744.0,61,31379.0,3,1,1
61657.0,693.0,36,33911.0,2,1,0
66620.0,620.0,49,27831.0,4,1,0
41096.0,712.0,69,20683.0,3,1,1
54107.0,422.0,68,13534.0,2,1,0
15000.0,742.0,50,13356.0,4,1,0
39634.0,511.0,32,24180.0,4,1,0
51211.0,621.0,55,23347.0,3,1,0
36283.0,560.0,31,31213.0,4,1,0
79486.0,546.0,66,25204.0,1,1,1
33548.0,743.0,41,7975.0,2,0,1
48399.0,613.0,41,28416.0,2,1,0
56961.0,678.0,25,12016.0,4,1,0
76619.0,646.0,68,16928.0,4,1,1
33462.0,688.0,40,22002.0,1,0,0
72447.0,656.0,57,35965.0,3,1,1
55153.0,547.0,23,44879.0,4,0,0
40277.0,730.0,64,24854.0,4,1,0
61932.0,610.0,53,18534.0,4,1,0
57986.0,525.0,29,24276.0,4,0,0
45997.0,616.0,29,27101.0,2,1,1
56047.0,770.0,24,17435.0,4,0,0
49220.0,718.0,55,34362.0,2,0,1
56703.0,622.0,37,21841.0,4,1,0
64932.0,622.0,54,23982.0,3,1,1
78790.0,624.0,44,25327.0,1,1,1
36433.0,816.0,52,23373.0,3,1,1
86996.0,681.0,21,26712.0,4,0,1
25719.0,684.0,28,15062.0,4,0,0
52723.0,732.0,65,15534.0,4,1,0
63825.0,669.0,43,11199.0,3,0,1
59215.0,629.0,67,23516.0,4,0,0
45660.0,634.0,60,26231.0,3,1,0
51878.0,644.0,32,23662.0,2,0,1
47605.0,647.0,32,33396.0,1,0,0
46160.0,708.0,66,19955.0,1,1,1
67744.0,654.0,67,25350.0,3,0,1
60355.0,709.0,35,11266.0,2,1,1
44606.0,644.0,61,16903.0,3,0,1
68494.0,656.0,39,25564.0,2,1,1
59609.0,490.0,46,26793.0,4,0,0
67193.0,723.0,49,17648.0,2,0,1
64444.0,678.0,42,19427.0,2,1,1
42565.0,730.0,60,7857.0,2,1,1
46597.0,418.0,41,17144.0,1,1,0
66209.0,817.0,58,27123.0,2,1,1
64156.0,639.0,40,24602.0,4,0,0
54686.0,739.0,49,24005.0,4,0,0
56760.0,567.0,24,20398.0,4,0,0
74165.0,699.0,27,20057.0,2,1,1
46126.0,566.0,48,14717.0,3,0,0
63206.0,600.0,48,25591.0,3,0,1
51967.0,803.0,24,23368.0,4,1,0
51735.0,635.0,42,23936.0,1,1,0
71482.0,667.0,32,15792.0,3,0,1
67381.0,720.0,65,2773.0,2,1,1
67203.0,690.0,23,28777.0,3,0,1
74582.0,662.0,42,16169.0,4,0,0
55315.0,679.0,64,13098.0,1,1,1
65229.0,842.0,22,25548.0,3,0,1
50346.0,645.0,44,16864.0,3,1,1
59862.0,666.0,54,28479.0,4,1,0
53048.0,734.0,47,24936.0,1,0,1
56455.0,738.0,61,25469.0,1,0,1
63927.0,745.0,21,9072.0,4,0,0
42727.0,701.0,28,29696.0,2,1,1
86386.0,559.0,43,22090.0,3,0,1
39910.0,781.0,58,17046.0,2,1,1
36787.0,558.0,26,21147.0,3,1,1
72372.0,674.0,42,5790.0,3,0,1
66875.0,590.0,45,23269.0,2,1,1
64362.0,645.0,38,11765.0,4,0,0
64425.0,676.0,37,9179.0,4,0,0
54816.0,676.0,32,7821.0,3,0,1
41541.0,684.0,26,28902.0,4,0,0
56137.0,779.0,46,14966.0,3,0,1
44843.0,686.0,47,32270.0,4,0,0
69627.0,630.0,28,15714.0,3,0,1
52794.0,727.0,39,6341.0,4,1,0
42618.0,745.0,62,11068.0,1,0,1
50179.0,552.0,21,29886.0,2,1,0
61194.0,698.0,49,18753.0,1,1,1
46544.0,706.0,65,15614.0,2,1,1
42667.0,626.0,69,21280.0,2,0,0
58655.0,760.0,55,24014.0,3,1,1
58674.0,638.0,60,28939.0,2,1,1
47396.0,660.0,34,31588.0,1,0,0
47934.0,636.0,55,17122.0,1,0,1
58481.0,651.0,68,9392.0,4,1,0
33279.0,562.0,65,16692.0,1,0,0
33888.0,535.0,40,22082.0,4,0,0
44223.0,778.0,69,12290.0,2,0,1
51798.0,582.0,33,12343.0,1,0,1
59664.0,571.0,58,22750.0,2,1,0
77130.0,478.0,69,19611.0,1,0,0
67865.0,599.0,66,20262.0,1,0,1
52601.0,544.0,69,13932.0,4,0,0
54715.0,781.0,28,18157.0,2,1,1
39962.0,731.0,63,12606.0,1,1,0
54722.0,595.0,40,27122.0,3,0,0
50670.0,830.0,53,28282.0,2,0,1
59841.0,729.0,46,5230.0,2,1,1
42592.0,624.0,59,12564.0,2,0,1
62790.0,450.0,41,8028.0,4,0,0
77991.0,833.0,69,14800.0,3,1,1
53369.0,539.0,62,19332.0,2,0,0
61026.0,518.0,63,8403.0,1,0,1
65352.0,732.0,61,12625.0,1,1,1
48982.0,845.0,29,11968.0,4,1,1
58361.0,761.0,44,21658.0,1,0,1
55189.0,695.0,57,20555.0,2,1,1
56465.0,698.0,69,14226.0,1,0,1
43405.0,718.0,61,21415.0,2,0,0
55368.0,711.0,37,15627.0,1,0,1
62470.0,672.0,44,17827.0,3,1,1
76767.0,658.0,41,33388.0,4,1,1
69389.0,645.0,59,30724.0,4,0,0
87298.0,590.0,61,9603.0,3,0,1
43490.0,628.0,59,26638.0,3,1,0
68085.0,515.0,33,26491.0,4,1,0
57750.0,642.0,31,10814.0,3,1,1
87847.0,571.0,66,26550.0,2,0,1
42876.0,562.0,39,32303.0,1,1,0
42404.0,664.0,31,11020.0,4,1,0
46009.0,761.0,33,12660.0,3,0,1
23142.0,723.0,66,28141.0,2,0,1
47114.0,524.0,65,22172.0,4,0,0
43613.0,571.0,21,24412.0,3,1,0
57256.0,725.0,60,22725.0,4,0,0
60126.0,571.0,64,23126.0,3,0,1
83143.0,632.0,39,9388.0,4,0,1
69256.0,694.0,32,28379.0,2,0,1
46346.0,573.0,28,29357.0,2,1,0
41524.0,658.0,28,18165.0,1,0,0
62379.0,543.0,65,19652.0,4,1,0
35197.0,602.0,32,7751.0,1,1,0
82472.0,676.0,68,24114.0,4,1,1
72692.0,523.0,53,24576.0,3,0,1
47962.0,685.0,65,19502.0,3,1,1
29303.0,648.0,46,28995.0,1,0,0
75308.0,694.0,59,17327.0,4,0,0
53282.0,668.0,48,24517.0,1,0,1
73567.0,759.0,25,11843.0,2,1,1
31084.0,660.0,28,19812.0,1,0,0
46009.0,616.0,45,18605.0,1,0,0
55079.0,660.0,47,21802.0,3,0,1
55705.0,693.0,66,17044.0,1,1,1
48249.0,654.0,43,18948.0,4,1,0
64343.0,653.0,50,26608.0,3,1,1
38986.0,594.0,65,16506.0,1,0,0
52864.0,597.0,67,7147.0,2,1,1
56804.0,538.0,43,33997.0,1,0,0
62717.0,790.0,69,31052.0,1,0,1
65674.0,550.0,67,9662.0,1,1,1
38130.0,595.0,40,25518.0,3,0,1
31988.0,593.0,38,15976.0,4,1,0
74165.0,722.0,38,22108.0,2,0,1
59985.0,626.0,22,22354.0,1,1,0
43773.0,750.0,24,18125.0,4,0,0
78267.0,596.0,50,13730.0,4,0,0
56735.0,672.0,53,14476.0,3,0,1
72689.0,583.0,56,12670.0,2,0,1
56013.0,822.0,38,13345.0,3,0,1
85911.0,555.0,57,19463.0,4,1,0
81330.0,675.0,39,14274.0,4,0,1
51266.0,701.0,67,25456.0,4,1,0
69574.0,683.0,48,31898.0,3,1,1
64681.0,635.0,60,15360.0,2,1,1
75529.0,640.0,40,21915.0,1,0,1
40526.0,654.0,69,23997.0,3,0,1
65291.0,638.0,53,23776.0,4,0,0
70876.0,727.0,32,20608.0,3,1,1
28619.0,827.0,35,25941.0,4,0,0
37251.0,605.0,61,23858.0,1,0,0
24412.0,540.0,59,10099.0,1,1,0
50959.0,643.0,22,26953.0,2,1,1
65763.0,850.0,49,27098.0,4,1,1
77535.0,586.0,61,13894.0,2,1,1
56111.0,781.0,30,20304.0,2,1,1
79429.0,784.0,22,25467.0,1,1,1
34298.0,606.0,31,18325.0,3,0,0
29449.0,696.0,33,28584.0,3,1,1
54167.0,780.0,30,38911.0,2,0,1
60761.0,620.0,34,13712.0,1,0,1
54510.0,634.0,38,8952.0,4,0,0
23988.0,603.0,29,22431.0,3,1,0
53663.0,569.0,59,25773.0,2,0,0
35433.0,598.0,48,18153.0,3,1,0
65045.0,552.0,23,31626.0,3,1,0
60499.0,653.0,40,9291.0,4,0,0
40902.0,588.0,26,25543.0,1,1,0
47292.0,669.0,47,15153.0,4,0,0
39112.0,526.0,22,33755.0,1,0,0
54060.0,676.0,49,35940.0,3,1,0
69327.0,717.0,58,13867.0,2,0,1
40214.0,491.0,23,15604.0,4,0,0
62561.0,680.0,36,26877.0,1,0,1
47046.0,748.0,50,16903.0,3,1,1
43107.0,553.0,60,19637.0,1,0,0
53395.0,784.0,22,20203.0,1,1,1
39471.0,684.0,37,4643.0,1,1,1
46695.0,594.0,61,19889.0,3,0,0
37032.0,646.0,32,14482.0,2,0,0
84471.0,695.0,55,16055.0,2,1,1
55529.0,656.0,63,31549.0,2,1,1
44504.0,693.0,21,9948.0,1,0,1
58210.0,576.0,65,26506.0,3,0,1
53315.0,664.0,35,17768.0,1,1,1
51685.0,537.0,46,17762.0,2,1,1
64213.0,641.0,57,26323.0,2,1,1
66363.0,578.0,41,22720.0,3,1,1
47042.0,591.0,69,24565.0,1,1,1
46363.0,749.0,51,27745.0,4,0,0
50874.0,737.0,45,17350.0,4,1,0
20471.0,699.0,43,15102.0,2,1,0
32272.0,563.0,44,11319.0,3,0,1
75503.0,625.0,58,13397.0,1,0,1
79675.0,747.0,48,43593.0,1,1,1
51264.0,661.0,41,29957.0,2,1,0
63648.0,836.0,63,9191.0,2,0,1
59669.0,681.0,38,9420.0,1,1,1
101183.0,665.0,56,23855.0,1,1,1
71794.0,625.0,55,24378.0,2,0,0
53081.0,661.0,65,24391.0,1,1,1
40667.0,638.0,29,17960.0,4,0,0
30903.0,707.0,58,18996.0,2,0,1
58052.0,727.0,50,22623.0,1,0,1
43655.0,587.0,64,20687.0,2,0,0
33666.0,544.0,54,2246.0,3,1,0
45301.0,503.0,52,18162.0,2,0,0
38777.0,691.0,23,13189.0,2,1,0
80307.0,562.0,23,21402.0,3,1,1
68225.0,478.0,48,43882.0,4,1,0
54880.0,681.0,64,22940.0,1,1,1
77199.0,849.0,35,17492.0,3,1,1
56161.0,650.0,61,27374.0,2,0,1
42081.0,717.0,43,23862.0,1,0,1
77847.0,657.0,60,23361.0,3,0,1
63084.0,642.0,31,24855.0,1,0,1
39441.0,724.0,68,36452.0,1,1,0
52145.0,627.0,52,10953.0,3,0,1
41866.0,671.0,56,23789.0,1,1,1
34258.0,676.0,53,12589.0,4,1,0
68893.0,597.0,44,24444.0,3,0,1
83641.0,729.0,59,12651.0,4,0,1
34021.0,636.0,54,16661.0,2,0,1
63445.0,590.0,48,17639.0,1,0,0
45240.0,693.0,57,27807.0,2,1,1
47693.0,578.0,27,27348.0,2,1,1
46114.0,652.0,24,10034.0,1,0,1
42040.0,649.0,57,20439.0,3,1,0
55728.0,737.0,21,14323.0,1,1,1
42536.0,688.0,21,9932.0,2,1,1
59057.0,648.0,67,18264.0,2,0,1
54246.0,715.0,40,17532.0,3,1,1
51416.0,761.0,39,39414.0,1,0,1
41387.0,695.0,49,23464.0,2,0,1
46348.0,651.0,30,8979.0,4,1,0
66331.0,545.0,38,15482.0,2,1,0
62514.0,565.0,48,28171.0,2,0,1
40337.0,626.0,55,36708.0,3,1,1
56490.0,601.0,63,7312.0,4,1,1
66271.0,635.0,67,4961.0,2,0,1
29959.0,655.0,51,34968.0,2,0,0
63150.0,692.0,47,23117.0,4,0,0
45061.0,644.0,31,13054.0,1,0,1
63559.0,689.0,69,24277.0,1,1,1
43551.0,655.0,69,1000.0,2,1,1
27927.0,492.0,58,20027.0,2,0,0
30587.0,575.0,25,22623.0,1,0,0
55721.0,638.0,28,27394.0,3,0,1
58896.0,553.0,54,11889.0,4,1,0
41435.0,698.0,68,20685.0,4,0,0
64579.0,772.0,32,12597.0,3,1,1
30077.0,748.0,58,22043.0,3,0,1
54009.0,633.0,21,12837.0,3,0,0
36835.0,769.0,51,16735.0,3,0,1
45222.0,662.0,24,12033.0,3,1,1
55711.0,623.0,69,25209.0,3,1,1
42094.0,601.0,65,26868.0,4,1,0
49232.0,626.0,25,18123.0,3,0,1
70094.0,619.0,50,20306.0,1,1,1
46347.0,664.0,44,8411.0,3,1,1
67535.0,663.0,23,17603.0,3,0,1
38054.0,650.0,31,19598.0,4,0,0
62947.0,685.0,65,40966.0,4,1,0
76624.0,745.0,24,11104.0,3,1,1
17925.0,726.0,46,31713.0,4,1,0
43047.0,531.0,47,27975.0,2,1,0
63656.0,446.0,66,22245.0,4,0,0
51954.0,725.0,63,34069.0,4,0,0
60567.0,541.0,47,22977.0,4,0,0
45940.0,632.0,62,23113.0,4,1,0
56299.0,556.0,26,19575.0,1,1,1
52665.0,506.0,35,29789.0,1,0,0
72517.0,693.0,50,28772.0,1,0,1
58816.0,711.0,62,14995.0,3,1,1
60064.0,604.0,57,9446.0,3,1,1
48822.0,443.0,57,18376.0,2,0,0
47686.0,606.0,62,13600.0,1,0,1
48512.0,681.0,57,19492.0,3,0,0
60917.0,532.0,55,29900.0,4,1,0
48685.0,665.0,43,16342.0,4,1,0
59347.0,649.0,26,19657.0,1,1,1
86131.0,696.0,24,20464.0,2,1,1
68067.0,660.0,38,26787.0,2,1,1
50110.0,572.0,29,2025.0,4,1,0
73018.0,746.0,69,15146.0,2,0,1
48879.0,637.0,49,21690.0,1,0,1
24428.0,648.0,33,29601.0,4,1,0
39879.0,575.0,67,16065.0,3,0,0
26938.0,615.0,37,4988.0,3,1,0
49727.0,579.0,65,24958.0,2,0,0
55276.0,636.0,52,14917.0,4,1,0
80147.0,787.0,68,10483.0,4,0,1
59904.0,540.0,42,15005.0,3,0,1
51713.0,521.0,24,18524.0,4,1,0
67441.0,768.0,25,15162.0,4,1,1
21833.0,633.0,57,2355.0,4,0,0
58534.0,596.0,61,27177.0,2,0,1
66563.0,733.0,69,30199.0,4,1,1
32821.0,602.0,33,25212.0,1,0,0
72156.0,796.0,54,10899.0,2,1,1
60077.0,704.0,65,18388.0,4,1,0
48771.0,611.0,42,19948.0,4,0,0
64492.0,823.0,43,24790.0,1,1,1
89060.0,602.0,23,25347.0,2,0,1
57728.0,709.0,62,14127.0,3,0,1
58723.0,674.0,54,20656.0,3,1,1
48110.0,754.0,52,23658.0,2,0,1
42252.0,775.0,65,31647.0,4,1,0
67455.0,653.0,69,25636.0,4,1,0
42159.0,590.0,41,26312.0,3,1,0
56073.0,687.0,66,20671.0,3,0,1
47835.0,596.0,64,31284.0,3,1,0
62185.0,811.0,41,23278.0,1,0,1
60005.0,661.0,64,13111.0,3,1,1
70563.0,621.0,31,31227.0,1,1,1
47350.0,665.0,59,25583.0,2,1,1
50952.0,542.0,24,16456.0,4,0,0
40319.0,572.0,21,16164.0,3,0,0
48336.0,746.0,48,22373.0,4,1,0
60660.0,597.0,44,23705.0,4,1,0
66355.0,566.0,55,21578.0,3,0,1
41168.0,693.0,33,22490.0,3,0,0
68044.0,745.0,67,33600.0,2,0,1
75335.0,708.0,54,28572.0,1,1,1
61202.0,730.0,31,21525.0,1,0,1
83152.0,589.0,56,27530.0,4,1,1
43393.0,536.0,37,11740.0,3,0,1
36330.0,770.0,55,23183.0,2,1,1
28319.0,624.0,38,34474.0,2,1,0
77441.0,630.0,60,18256.0,2,1,1
64815.0,756.0,42,13219.0,2,0,1
54166.0,694.0,44,14783.0,2,0,1
59200.0,686.0,39,11283.0,1,0,1
38118.0,823.0,57,13722.0,1,1,0
91686.0,599.0,59,17036.0,1,1,1
56938.0,724.0,41,8755.0,3,0,1
56641.0,655.0,28,20125.0,4,1,0
65886.0,671.0,48,27218.0,2,1,1
62215.0,772.0,25,12738.0,3,1,1
58358.0,691.0,37,32154.0,2,0,0
43143.0,693.0,57,24086.0,1,1,1
62072.0,736.0,56,28245.0,3,0,1
83230.0,621.0,39,14737.0,1,0,1
75181.0,583.0,47,26836.0,2,0,1
78898.0,566.0,54,11265.0,2,0,1
47332.0,493.0,31,27122.0,4,0,0
40156.0,814.0,65,21375.0,2,1,1
53113.0,562.0,67,24426.0,1,0,1
55836.0,632.0,32,10595.0,2,0,1
71413.0,628.0,41,12839.0,4,0,0
29613.0,675.0,31,24778.0,4,1,0
77943.0,715.0,59,12413.0,1,1,1
52630.0,719.0,48,23706.0,3,1,1
48597.0,603.0,25,9063.0,2,1,1
